f,r,x
47.729552,1410.27,-7854.71
47.754500,1381.22,-7782.83
47.779448,1346.19,-7686.84
47.804400,1312.76,-7595.35
47.829352,1279.04,-7505.36
47.854300,1249.38,-7427.20
47.879248,1225.17,-7354.80
47.904200,1189.41,-7256.49
47.929152,1164.31,-7184.63
47.954100,1134.10,-7095.33
47.979048,1108.40,-7028.70
48.004000,1089.02,-6964.34
48.028952,1059.19,-6879.59
48.053900,1039.85,-6816.14
48.078848,1019.51,-6753.49
48.103800,999.94,-6692.86
48.128752,977.13,-6618.94
48.153700,959.29,-6560.80
48.178648,939.46,-6497.34
48.203600,920.40,-6435.85
48.228552,901.54,-6373.56
48.253500,885.52,-6317.88
48.278448,869.58,-6268.84
48.303400,857.42,-6222.88
48.328352,838.52,-6154.83
48.353300,824.96,-6108.70
48.378248,813.54,-6068.54
48.403200,795.63,-6004.58
48.428152,781.74,-5958.13
48.453100,773.13,-5922.91
48.478048,758.14,-5867.93
48.503000,743.78,-5817.80
48.527952,734.46,-5781.66
48.552900,721.97,-5734.86
48.577848,709.75,-5683.20
48.602800,697.43,-5638.05
48.627752,690.22,-5611.92
48.652700,679.61,-5571.61
48.677648,669.08,-5529.69
48.702600,659.58,-5493.15
48.727552,646.98,-5441.04
48.752500,642.36,-5423.71
48.777448,632.06,-5379.96
48.802400,621.06,-5336.73
48.827352,614.20,-5308.31
48.852300,607.45,-5277.35
48.877248,595.67,-5229.20
48.902200,589.45,-5205.52
48.927152,581.40,-5170.28
48.952100,571.21,-5128.61
48.977048,564.58,-5097.94
49.002000,559.18,-5076.24
49.026952,551.65,-5042.79
49.051900,544.59,-5010.63
49.076848,535.36,-4970.33
49.101800,529.53,-4946.82
49.126752,523.65,-4916.57
49.151700,517.70,-4891.04
49.176648,510.59,-4858.54
49.201600,506.01,-4837.49
49.226552,500.28,-4808.37
49.251500,493.56,-4780.19
49.276448,487.49,-4750.72
49.301400,483.33,-4732.37
49.326352,476.46,-4699.16
49.351300,471.02,-4674.60
49.376248,464.44,-4642.51
49.401200,458.46,-4613.73
49.426152,455.46,-4599.47
49.451100,449.36,-4569.57
49.476048,444.70,-4546.07
49.501000,438.69,-4519.44
49.525952,434.70,-4499.03
49.550900,429.29,-4471.91
49.575848,425.82,-4452.34
49.600800,421.62,-4433.43
49.625752,417.70,-4413.07
49.650700,412.43,-4385.88
49.675648,410.16,-4372.51
49.700600,406.15,-4352.45
49.725552,399.64,-4319.50
49.750500,395.69,-4298.67
49.775448,392.45,-4279.93
49.800400,388.90,-4262.83
49.825352,385.18,-4243.88
49.850300,380.60,-4219.70
49.875248,376.12,-4195.07
49.900200,373.05,-4177.49
49.925152,369.75,-4160.15
49.950100,366.43,-4141.77
49.975048,361.45,-4115.52
50.000000,356.00,-4083.77
